,year,artists,song_count,cumsum
617,1982,The Rolling Stones,3.0,487.0
618,1982,Francisco Canaro,0.0,938.0
619,1982,Эрих Мария Ремарк,0.0,781.0
620,1983,Elvis Presley,0.0,458.0
621,1983,The Beach Boys,0.0,474.0
622,1983,The Rolling Stones,4.0,491.0
623,1983,Bob Dylan,8.0,511.0
624,1983,Эрих Мария Ремарк,0.0,781.0
625,1983,Эрнест Хемингуэй,0.0,1215.0
626,1983,Francisco Canaro,0.0,938.0
627,1983,Ignacio Corsini,0.0,620.0
628,1983,Frank Sinatra,0.0,569.0
629,1983,Johnny Cash,3.0,439.0
630,1984,The Rolling Stones,0.0,491.0
631,1984,The Beach Boys,0.0,474.0
632,1984,Эрих Мария Ремарк,0.0,781.0
633,1984,Frank Sinatra,0.0,569.0
634,1984,Francisco Canaro,0.0,938.0
635,1984,Johnny Cash,0.0,439.0
636,1984,Bob Dylan,0.0,511.0
637,1984,Ignacio Corsini,0.0,620.0
638,1984,Эрнест Хемингуэй,0.0,1215.0
639,1984,Elvis Presley,0.0,458.0
640,1985,Ignacio Corsini,0.0,620.0
641,1985,Johnny Cash,0.0,439.0
642,1985,Эрнест Хемингуэй,0.0,1215.0
643,1985,Эрих Мария Ремарк,0.0,781.0
644,1985,Francisco Canaro,0.0,938.0
645,1985,The Beach Boys,1.0,475.0
646,1985,Frank Sinatra,0.0,569.0
647,1985,Bob Dylan,2.0,513.0
648,1985,The Rolling Stones,0.0,491.0
649,1985,Elvis Presley,0.0,458.0
650,1986,The Rolling Stones,2.0,493.0
651,1986,Francisco Canaro,0.0,938.0
652,1986,Johnny Cash,0.0,439.0
653,1986,Frank Sinatra,0.0,569.0
654,1986,Elvis Presley,0.0,458.0
655,1986,The Beach Boys,0.0,475.0
656,1986,Ignacio Corsini,0.0,620.0
657,1986,Bob Dylan,1.0,514.0
658,1986,Эрнест Хемингуэй,0.0,1215.0
659,1986,Эрих Мария Ремарк,0.0,781.0
660,1987,Эрих Мария Ремарк,0.0,781.0
661,1987,Francisco Canaro,0.0,938.0
662,1987,The Beach Boys,0.0,475.0
663,1987,Ignacio Corsini,0.0,620.0
664,1987,The Rolling Stones,0.0,493.0
665,1987,Bob Dylan,0.0,514.0
666,1987,Johnny Cash,1.0,440.0
667,1987,Frank Sinatra,0.0,569.0
668,1987,Эрнест Хемингуэй,0.0,1215.0
669,1987,Elvis Presley,0.0,458.0
670,1988,Эрнест Хемингуэй,0.0,1215.0
671,1988,Johnny Cash,2.0,442.0
672,1988,Elvis Presley,0.0,458.0
673,1988,Frank Sinatra,0.0,569.0
674,1988,Francisco Canaro,0.0,938.0
675,1988,The Beach Boys,0.0,475.0
676,1988,The Rolling Stones,0.0,493.0
677,1988,Эрих Мария Ремарк,0.0,781.0
678,1988,Bob Dylan,0.0,514.0
679,1988,Ignacio Corsini,0.0,620.0
680,1989,Frank Sinatra,0.0,569.0
681,1989,Elvis Presley,0.0,458.0
682,1989,The Rolling Stones,7.0,500.0
683,1989,Эрнест Хемингуэй,0.0,1215.0
684,1989,The Beach Boys,0.0,475.0
685,1989,Эрих Мария Ремарк,0.0,781.0
686,1989,Ignacio Corsini,0.0,620.0
687,1989,Johnny Cash,0.0,442.0
688,1989,Bob Dylan,9.0,523.0
689,1989,Francisco Canaro,0.0,938.0
690,1990,The Rolling Stones,0.0,500.0
691,1990,Francisco Canaro,0.0,938.0
692,1990,Frank Sinatra,0.0,569.0
693,1990,Ignacio Corsini,0.0,620.0
694,1990,Bob Dylan,0.0,523.0
695,1990,Elvis Presley,0.0,458.0
696,1990,Johnny Cash,2.0,444.0
697,1990,Эрнест Хемингуэй,0.0,1215.0
698,1990,Эрих Мария Ремарк,0.0,781.0
699,1990,The Beach Boys,0.0,475.0
700,1991,Elvis Presley,0.0,458.0
701,1991,Johnny Cash,0.0,444.0
702,1991,Эрнест Хемингуэй,0.0,1215.0
703,1991,The Beach Boys,0.0,475.0
704,1991,Ignacio Corsini,0.0,620.0
705,1991,The Rolling Stones,0.0,500.0
706,1991,Bob Dylan,9.0,532.0
707,1991,Эрих Мария Ремарк,0.0,781.0
708,1991,Frank Sinatra,0.0,569.0
709,1991,Francisco Canaro,0.0,938.0
710,1992,Bob Dylan,0.0,532.0
711,1992,Frank Sinatra,2.0,571.0
712,1992,Эрнест Хемингуэй,0.0,1215.0
713,1992,The Rolling Stones,0.0,500.0
714,1992,Johnny Cash,0.0,444.0
715,1992,Эрих Мария Ремарк,0.0,781.0
716,1992,Francisco Canaro,0.0,938.0
717,1992,Elvis Presley,0.0,458.0
718,1992,The Beach Boys,0.0,475.0
719,1992,Ignacio Corsini,0.0,620.0
720,1993,Эрих Мария Ремарк,0.0,781.0
721,1993,Francisco Canaro,0.0,938.0
722,1993,Elvis Presley,0.0,458.0
723,1993,Эрнест Хемингуэй,0.0,1215.0
724,1993,The Beach Boys,0.0,475.0
725,1993,Frank Sinatra,3.0,574.0
726,1993,Bob Dylan,1.0,533.0
727,1993,Johnny Cash,0.0,444.0
728,1993,The Rolling Stones,0.0,500.0
729,1993,Ignacio Corsini,0.0,620.0
730,1994,Эрих Мария Ремарк,0.0,781.0
731,1994,Johnny Cash,4.0,448.0
732,1994,The Rolling Stones,4.0,504.0
733,1994,Elvis Presley,0.0,458.0
734,1994,The Beach Boys,0.0,475.0
735,1994,Эрнест Хемингуэй,0.0,1215.0
736,1994,Ignacio Corsini,0.0,620.0
737,1994,Bob Dylan,0.0,533.0
738,1994,Frank Sinatra,1.0,575.0
739,1994,Francisco Canaro,0.0,938.0
740,1995,Эрнест Хемингуэй,0.0,1215.0
741,1995,Johnny Cash,0.0,448.0
742,1995,Elvis Presley,1.0,459.0
743,1995,Ignacio Corsini,0.0,620.0
744,1995,The Beach Boys,0.0,475.0
745,1995,The Rolling Stones,1.0,505.0
746,1995,Frank Sinatra,1.0,576.0
747,1995,Francisco Canaro,0.0,938.0
748,1995,Эрих Мария Ремарк,0.0,781.0
749,1995,Bob Dylan,1.0,534.0
750,1996,Эрнест Хемингуэй,0.0,1215.0
751,1996,The Beach Boys,0.0,475.0
752,1996,The Rolling Stones,0.0,505.0
753,1996,Johnny Cash,4.0,452.0
754,1996,Frank Sinatra,4.0,580.0
755,1996,Bob Dylan,0.0,534.0
756,1996,Elvis Presley,0.0,459.0
757,1996,Ignacio Corsini,0.0,620.0
758,1996,Francisco Canaro,0.0,938.0
759,1996,Эрих Мария Ремарк,0.0,781.0
760,1997,Elvis Presley,0.0,459.0
761,1997,Ignacio Corsini,0.0,620.0
762,1997,Эрих Мария Ремарк,0.0,781.0
763,1997,Эрнест Хемингуэй,0.0,1215.0
764,1997,Francisco Canaro,0.0,938.0
765,1997,Bob Dylan,4.0,538.0
766,1997,The Rolling Stones,3.0,508.0
767,1997,Johnny Cash,0.0,452.0
768,1997,Frank Sinatra,0.0,580.0
769,1997,The Beach Boys,0.0,475.0
770,1998,The Beach Boys,0.0,475.0
771,1998,Bob Dylan,0.0,538.0
772,1998,Эрнест Хемингуэй,0.0,1215.0
773,1998,Ignacio Corsini,0.0,620.0
774,1998,Johnny Cash,0.0,452.0
775,1998,Elvis Presley,0.0,459.0
776,1998,The Rolling Stones,0.0,508.0
777,1998,Эрих Мария Ремарк,0.0,781.0
778,1998,Francisco Canaro,0.0,938.0
779,1998,Frank Sinatra,0.0,580.0
780,1999,Ignacio Corsini,0.0,620.0
781,1999,Эрих Мария Ремарк,0.0,781.0
782,1999,Bob Dylan,0.0,538.0
783,1999,Francisco Canaro,0.0,938.0
784,1999,Эрнест Хемингуэй,0.0,1215.0
785,1999,Elvis Presley,0.0,459.0
786,1999,The Rolling Stones,0.0,508.0
787,1999,The Beach Boys,0.0,475.0
788,1999,Frank Sinatra,0.0,580.0
789,1999,Johnny Cash,0.0,452.0
790,2000,Frank Sinatra,4.0,584.0
791,2000,Эрнест Хемингуэй,0.0,1215.0
792,2000,Elvis Presley,0.0,459.0
793,2000,Johnny Cash,6.0,458.0
794,2000,The Beach Boys,0.0,475.0
795,2000,The Rolling Stones,0.0,508.0
796,2000,Bob Dylan,1.0,539.0
797,2000,Ignacio Corsini,0.0,620.0
798,2000,Эрих Мария Ремарк,0.0,781.0
799,2000,Francisco Canaro,0.0,938.0
800,2001,Francisco Canaro,0.0,938.0
801,2001,Bob Dylan,0.0,539.0
802,2001,Johnny Cash,0.0,458.0
803,2001,Frank Sinatra,0.0,584.0
804,2001,Эрих Мария Ремарк,0.0,781.0
805,2001,Эрнест Хемингуэй,0.0,1215.0
806,2001,The Beach Boys,0.0,475.0
807,2001,Ignacio Corsini,0.0,620.0
808,2001,Elvis Presley,0.0,459.0
809,2001,The Rolling Stones,0.0,508.0
810,2002,Эрнест Хемингуэй,0.0,1215.0
811,2002,The Beach Boys,0.0,475.0
812,2002,Frank Sinatra,0.0,584.0
813,2002,Ignacio Corsini,0.0,620.0
814,2002,Francisco Canaro,0.0,938.0
815,2002,Elvis Presley,21.0,480.0
816,2002,Эрих Мария Ремарк,0.0,781.0
817,2002,The Rolling Stones,0.0,508.0
818,2002,Bob Dylan,0.0,539.0
819,2002,Johnny Cash,26.0,484.0
820,2003,Frank Sinatra,0.0,584.0
821,2003,Elvis Presley,0.0,480.0
822,2003,Bob Dylan,0.0,539.0
823,2003,The Rolling Stones,0.0,508.0
824,2003,Эрнест Хемингуэй,0.0,1215.0
825,2003,Эрих Мария Ремарк,0.0,781.0
826,2003,Ignacio Corsini,0.0,620.0
827,2003,Francisco Canaro,0.0,938.0
828,2003,The Beach Boys,3.0,478.0
829,2003,Johnny Cash,6.0,490.0
830,2004,The Rolling Stones,4.0,512.0
831,2004,Frank Sinatra,0.0,584.0
832,2004,Ignacio Corsini,0.0,620.0
833,2004,The Beach Boys,0.0,478.0
834,2004,Francisco Canaro,0.0,938.0
835,2004,Johnny Cash,0.0,490.0
836,2004,Эрнест Хемингуэй,0.0,1215.0
837,2004,Bob Dylan,0.0,539.0
838,2004,Эрих Мария Ремарк,0.0,781.0
839,2004,Elvis Presley,0.0,480.0
840,2005,Эрнест Хемингуэй,0.0,1215.0
841,2005,Johnny Cash,1.0,491.0
842,2005,The Beach Boys,0.0,478.0
843,2005,Francisco Canaro,0.0,938.0
844,2005,Ignacio Corsini,0.0,620.0
845,2005,Эрих Мария Ремарк,0.0,781.0
846,2005,The Rolling Stones,0.0,512.0
847,2005,Elvis Presley,0.0,480.0
848,2005,Frank Sinatra,0.0,584.0
849,2005,Bob Dylan,0.0,539.0
850,2006,Эрих Мария Ремарк,0.0,781.0
851,2006,The Beach Boys,2.0,480.0
852,2006,Johnny Cash,2.0,493.0
853,2006,Francisco Canaro,0.0,938.0
854,2006,The Rolling Stones,0.0,512.0
855,2006,Frank Sinatra,0.0,584.0
856,2006,Эрнест Хемингуэй,0.0,1215.0
857,2006,Ignacio Corsini,0.0,620.0
858,2006,Elvis Presley,0.0,480.0
859,2006,Bob Dylan,0.0,539.0
860,2007,Elvis Presley,8.0,488.0
861,2007,The Rolling Stones,0.0,512.0
862,2007,Ignacio Corsini,0.0,620.0
863,2007,Bob Dylan,0.0,539.0
864,2007,Эрнест Хемингуэй,0.0,1215.0
865,2007,Johnny Cash,0.0,493.0
866,2007,Francisco Canaro,0.0,938.0
867,2007,Эрих Мария Ремарк,0.0,781.0
868,2007,The Beach Boys,1.0,481.0
869,2007,Frank Sinatra,1.0,585.0
870,2008,Ignacio Corsini,0.0,620.0
871,2008,Bob Dylan,0.0,539.0
872,2008,The Rolling Stones,0.0,512.0
873,2008,Francisco Canaro,0.0,938.0
874,2008,Эрих Мария Ремарк,0.0,781.0
875,2008,Elvis Presley,0.0,488.0
876,2008,The Beach Boys,0.0,481.0
877,2008,Frank Sinatra,3.0,588.0
878,2008,Эрнест Хемингуэй,0.0,1215.0
879,2008,Johnny Cash,0.0,493.0
880,2009,The Beach Boys,0.0,481.0
881,2009,Bob Dylan,0.0,539.0
882,2009,Ignacio Corsini,0.0,620.0
883,2009,The Rolling Stones,0.0,512.0
884,2009,Francisco Canaro,0.0,938.0
885,2009,Эрих Мария Ремарк,0.0,781.0
886,2009,Elvis Presley,0.0,488.0
887,2009,Frank Sinatra,0.0,588.0
888,2009,Johnny Cash,0.0,493.0
889,2009,Эрнест Хемингуэй,0.0,1215.0
890,2010,Elvis Presley,0.0,488.0
891,2010,Ignacio Corsini,0.0,620.0
892,2010,Frank Sinatra,0.0,588.0
893,2010,Эрих Мария Ремарк,0.0,781.0
894,2010,Bob Dylan,0.0,539.0
895,2010,The Beach Boys,0.0,481.0
896,2010,Johnny Cash,2.0,495.0
897,2010,The Rolling Stones,0.0,512.0
898,2010,Эрнест Хемингуэй,0.0,1215.0
899,2010,Francisco Canaro,0.0,938.0
900,2011,Francisco Canaro,0.0,938.0
901,2011,Elvis Presley,0.0,488.0
902,2011,The Rolling Stones,0.0,512.0
903,2011,Johnny Cash,2.0,497.0
904,2011,Эрнест Хемингуэй,0.0,1215.0
905,2011,Эрих Мария Ремарк,0.0,781.0
906,2011,The Beach Boys,0.0,481.0
907,2011,Frank Sinatra,0.0,588.0
908,2011,Ignacio Corsini,0.0,620.0
909,2011,Bob Dylan,0.0,539.0
910,2012,The Rolling Stones,0.0,512.0
911,2012,Frank Sinatra,0.0,588.0
912,2012,The Beach Boys,10.0,491.0
913,2012,Johnny Cash,0.0,497.0
914,2012,Bob Dylan,0.0,539.0
915,2012,Эрих Мария Ремарк,0.0,781.0
916,2012,Elvis Presley,0.0,488.0
917,2012,Francisco Canaro,0.0,938.0
918,2012,Эрнест Хемингуэй,0.0,1215.0
919,2012,Ignacio Corsini,0.0,620.0
920,2013,Ignacio Corsini,0.0,620.0
921,2013,Эрих Мария Ремарк,0.0,781.0
922,2013,Francisco Canaro,0.0,938.0
923,2013,Эрнест Хемингуэй,0.0,1215.0
924,2013,Bob Dylan,0.0,539.0
925,2013,Frank Sinatra,0.0,588.0
926,2013,Elvis Presley,0.0,488.0
927,2013,The Beach Boys,0.0,491.0
928,2013,The Rolling Stones,0.0,512.0
929,2013,Johnny Cash,0.0,497.0
930,2014,The Beach Boys,0.0,491.0
931,2014,Ignacio Corsini,0.0,620.0
932,2014,Frank Sinatra,0.0,588.0
933,2014,Эрнест Хемингуэй,0.0,1215.0
934,2014,Johnny Cash,5.0,502.0
935,2014,Francisco Canaro,0.0,938.0
936,2014,The Rolling Stones,0.0,512.0
937,2014,Elvis Presley,0.0,488.0
938,2014,Bob Dylan,0.0,539.0
939,2014,Эрих Мария Ремарк,0.0,781.0
940,2015,Эрих Мария Ремарк,0.0,781.0
941,2015,Francisco Canaro,0.0,938.0
942,2015,Ignacio Corsini,0.0,620.0
943,2015,Frank Sinatra,4.0,592.0
944,2015,Elvis Presley,0.0,488.0
945,2015,The Beach Boys,0.0,491.0
946,2015,Bob Dylan,0.0,539.0
947,2015,Эрнест Хемингуэй,0.0,1215.0
948,2015,The Rolling Stones,0.0,512.0
949,2015,Johnny Cash,0.0,502.0
950,2016,Bob Dylan,0.0,539.0
951,2016,Эрих Мария Ремарк,0.0,781.0
952,2016,Francisco Canaro,0.0,938.0
953,2016,Elvis Presley,0.0,488.0
954,2016,Johnny Cash,0.0,502.0
955,2016,Frank Sinatra,0.0,592.0
956,2016,The Rolling Stones,0.0,512.0
957,2016,Ignacio Corsini,0.0,620.0
958,2016,Эрнест Хемингуэй,0.0,1215.0
959,2016,The Beach Boys,0.0,491.0
960,2017,Francisco Canaro,0.0,938.0
961,2017,Elvis Presley,0.0,488.0
962,2017,The Beach Boys,0.0,491.0
963,2017,Эрнест Хемингуэй,0.0,1215.0
964,2017,Bob Dylan,0.0,539.0
965,2017,Эрих Мария Ремарк,0.0,781.0
966,2017,Frank Sinatra,0.0,592.0
967,2017,The Rolling Stones,0.0,512.0
968,2017,Ignacio Corsini,0.0,620.0
969,2017,Johnny Cash,0.0,502.0
970,2018,Johnny Cash,0.0,502.0
971,2018,Frank Sinatra,0.0,592.0
972,2018,The Rolling Stones,0.0,512.0
973,2018,Эрнест Хемингуэй,0.0,1215.0
974,2018,Ignacio Corsini,0.0,620.0
975,2018,Elvis Presley,0.0,488.0
976,2018,Bob Dylan,0.0,539.0
977,2018,Francisco Canaro,0.0,938.0
978,2018,The Beach Boys,0.0,491.0
979,2018,Эрих Мария Ремарк,0.0,781.0
980,2019,The Beach Boys,0.0,491.0
981,2019,Johnny Cash,0.0,502.0
982,2019,Эрнест Хемингуэй,0.0,1215.0
983,2019,The Rolling Stones,0.0,512.0
984,2019,Ignacio Corsini,0.0,620.0
985,2019,Эрих Мария Ремарк,0.0,781.0
986,2019,Francisco Canaro,0.0,938.0
987,2019,Frank Sinatra,0.0,592.0
988,2019,Elvis Presley,0.0,488.0
989,2019,Bob Dylan,0.0,539.0
990,2020,Frank Sinatra,0.0,592.0
991,2020,Johnny Cash,0.0,502.0
992,2020,The Rolling Stones,0.0,512.0
993,2020,Bob Dylan,0.0,539.0
994,2020,Ignacio Corsini,0.0,620.0
995,2020,Эрих Мария Ремарк,0.0,781.0
996,2020,Francisco Canaro,0.0,938.0
997,2020,Эрнест Хемингуэй,0.0,1215.0
998,2020,The Beach Boys,0.0,491.0
999,2020,Elvis Presley,0.0,488.0
